drainage_density,logDoK
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
0.0018930794904008508,-2.5024816176394564
